title,story,phonics_focus,sentence_count,source,menon_hiebert_level,present_patterns,target_phonics,present_phonics_summary
Ginger and the Gerbil,"Ms. Greta is our first grade teacher. She got us a gerbil to be our class pet.
We named her Ginger. Ms. Greta says she loves gerbils as much as she loves
gems. We must take good care of Ginger!
Ms. Greta has a huge chart above Ginger’s cage. It has a list of tips to
help us take care of Ginger. This is what the chart says:
Be gentle with Ginger.
You are a giant compared to Ginger. Sit while you play with her.
Wash your hands before and after you hold Ginger. We do not want
to share our germs.
Clean the gym in Ginger’s cage.
Feed Ginger the food from the gold box.
One day a week, we will feed Ginger cabbage. She thinks it is so good!
Be sure to close the gate to Ginger’s cage!
If Ginger is acting strange, tell Ms. Greta!
After spending time with Ginger, we all love her as much as gems, too!",Multisyllable words with hard and soft ‘g’,31,Reading Universe,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, multisyllabic","consonant digraphs, r-controlled vowels, multisyllabic words","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, multisyllabic words"
"Hike, Bike, Swim","Mike and Cate are doing a triathlon. In this triathlon, they will hike up a
hill for six miles, bike on a path for twenty-five miles, and swim across a
lake for one mile. They begin the event at six o’clock.
It starts with the hike. It is the hardest because it is uphill. There are many
stones and sharp branches that can poke them, so they watch for those
as they walk. When they get to the summit, they are tired. They take a sip
of the lime drink they packed to quench their thirst.
After a little while, they get their helmets on, strike the pedals on their
bike, and take off! They ride down the hill and over to the lake. They have
a map in case they get lost. The map has a white, curvy line on it to show
them the path.
At the lake, they jump in. Mike and Cate are hot. They are glad to get in
the water, but one mile is far to swim! They were not fast, but they
finished.
They are brimming with pride at the finish line. What a life!",One-syllable words with the silent ‘e’ pattern: Long ‘i’,18,Reading Universe,4,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","final-e words, consonant digraphs, consonant blends","consonant digraphs, consonant blends, final-e words, r-controlled vowels, diphthongs, multisyllabic words"
Hiking to the Falls,"Kevin was so happy. He rented a van to go on a trip with his son, Max.
They were off to see the Top Shock Falls!
The falls were up in the hills. The path was very muddy and slick. The van
skidded, but Kevin kept it on track. When they got there, they watched the
falls from the van. The falls crashed and thudded onto the jagged rocks.
Max wanted to get next to the falls.
Kevin said, “We can go, but get your jacket. You will want to have it.”
It was damp when they exited the van. They went up the rocks to get next
to the Top Shock Falls. Standing next to them, they got misted a lot. The
current going into the falls was very fast. Sometimes it splashed hard on
the rocks. When it did, Kevin and Max got drenched!
Max and his dad were very glad that they visited the falls. They crossed it
off the list of things they wanted to see.",Closed-syllable words with the suffix ‘-ed’ as a syllable,19,Reading Universe,3,"digraph, blend, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant digraphs, consonant blends","consonant digraphs, consonant blends, r-controlled vowels, multisyllabic words"
Jack the Buck,"In the fall, I see this buck a lot.
I tell mom and dad that he is my buck.
I call him Jack.
When the sun is up, Jack will pick a path to go on.
He will pass by the ducks on the dock.
Quack! Quack! Quack!
Why do the ducks call to him?
They tell him to back up.
Jack will not mess with them.
Jack will check to see if men are at the shack on the hill.
He has to be quick! He tucks his neck and runs!
Then, Jack will pick a bush to sit by and lick its sap.
With luck, he will be back to me when the sun sets.",Closed-syllable words with the digraph ‘ck’‘,16,Reading Universe,3,"digraph, blend, vowel_team, l_controlled","consonant digraphs, l-controlled vowels, vowel teams","consonant digraphs, vowel teams, l-controlled vowels"
Jeans for Pru,"Pru and her Aunt Sue live in an apartment in a suburb of the city. Pru and
her friends loved to ride the bus into the city to shop.
One day, Pru came running into the kitchen.
“Aunt Sue, may I have a little money, please?” asked Pru. “I’ll pay you
back as soon as I get my paycheck. My friends and I want to go shopping
at The Vintage Closet. We have a dance this weekend, and we want to
find something cute to wear.”
Aunt Sue was kind and gave Pru a few bucks. She said, “This should do
the trick! Happy hunting.”
The Vintage Closet is a thrift store on Main Street. Pru loved shopping at
thrift stores because the clothes were valued at a fair price. They also had
one-of-a-kind things!
Today, Pru was hoping to find some new jeans for the dance. Luckily, they
had a large supply of jeans in every hue. Pru wanted to find black skinny
jeans. She checked each rack. On the last rack, Pru saw these darling
jeans in just her size. They had a colorful cube patch on all of the pockets.
Cute! Cute! Cute!
Pru went to pay. She had just enough money to buy the jeans. She smiled
knowing that she got a bargain for her jeans and that they were perfect
to wear to the dance.",Long ‘u’ vowel teams ‘ue’ and ‘ew’,26,Reading Universe,7,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","consonant blends, multisyllabic words, consonant digraphs","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
Jobs for Rose and Jake,"Mom has a notepad on the table every morning with the tasks for Rose
and Jake to do. She gives them the same wage, but they have different
jobs. The note this morning said,
Jobs for Jake:
Rake the yard.
Take the dishes from your room to the sink.
Make your bed.
Pick up your games.
Jobs for Rose:
Make your bed.
Carry the trash to the bin.
Take the chicken dish that is on the stove to the lady that lives
at the end of the lane. Her name is Jane (in case you forgot).
Fix lunch for you and Jake.
They did their jobs. Then, Rose asked Jake what he wanted for lunch. He
said he wanted a fudge cake.
“Cake for lunch?” she asked. Jake nodded.
Rose made the cake. She did not care. She wanted cake, too. When she
was done, she left it on the table. When she came back to the kitchen, she
saw that Jake ate the whole plate of cake! He was in a bad state. His
tummy was hurting. He had to sit on the sofa and rest. He felt so bad.",One-syllable words with silent ‘e’: long ‘a’,34,Reading Universe,4,"digraph, blend, final_e, vowel_team, r_controlled, diphthong, multisyllabic","final-e words, consonant digraphs, multisyllabic words","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, multisyllabic words"
Living on the Farm,"The farm has a big red barn at the edge of the yard. Our family of six
lives there with many pets. We have a dog, two cats, seven pigs, and a
flock of ducks.
There is a lot for us to do! We start at six.
Carla has to watch the flock and give them pellets for lunch.
Mark has to wash the pigs. The pigs dig far into the mud. Yuck! They
are such a mess!
Art has to cut the fallen branches into small chunks. He has a big saw
to help with this job.
Mom spins yarn into hats and scarves.
The dog thinks his job is to be the family’s alarm. When anyone comes
into the yard, he barks a warning.
The cats catch any rats that are in the barn.
Dad fills up the car with items and goes to the farmers market. He
sells eggs, ham, hats, and scarves.
Living on the farm can be hard, but we all do our part.",One-syllable words with r-controlled vowels: ‘ar’,19,Reading Universe,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","r-controlled vowels, consonant digraphs, multisyllabic words","consonant digraphs, consonant blends, r-controlled vowels, l-controlled vowels, multisyllabic words"
Lunch at the Fish Shack,"Chet got a job at The Fish Shack.
Tish will go to The Fish Shack for lunch.
The dish list for lunch is small.
It has fish and chips, shellfish, and catfish subs.
Tish cannot have shellfish, so she got the catfish sub.
Chet got Tish a bag of chips and a mug of punch, as well.
Chet and Tish sat on a bench and had lunch.
Tish said, “Can I get a pinch of your fish?”
“Yes,” said Chet, “but, do you not like yours?”
“I like this sub a lot!” said Tish.
She had all of her lunch!
“I had so much that I am full!” said Tish. Yum!",Closed-syllable words with the digraph ‘ch’,15,Reading Universe,3,"digraph, blend, final_e, r_controlled, l_controlled, diphthong, multisyllabic","consonant digraphs, consonant blends, multisyllabic words","consonant digraphs, consonant blends, r-controlled vowels, l-controlled vowels, multisyllabic words"
Lunch at the Shack,"West and Axl went to lunch at The Shack. It’s a thatch hut
on the sand. They had to run fast to get there by lunch.
When they got there, they had to check the list of dishes to
see what to get. The kids got two cold milks, chips with salt,
and two hot dogs. The hot dogs were the best! At the end
of lunch, they got a pack of gum to chomp on and left the
hut.
On the way back, they went to jump and hop on the rocks!
It was a fun lunch trip!",Closed-syllable words with ending blends,9,Reading Universe,3,"digraph, blend, vowel_team, l_controlled, multisyllabic","consonant blends, consonant digraphs, vowel teams","consonant digraphs, consonant blends, vowel teams"
Mac the Cat,"Cal had a cat. Mac was the cat.
Mac had a bad mat. The mat had a sag.
Mac had a bad nap. Mac was a tad sad.
Cal had a pad. The pad had a bad tag.
Mac had a bad nap. Mac was mad.
Cal had a lap. Mac can nap on the lap!",Closed-syllable words with short ‘a’,12,Reading Universe,2,l_controlled,basic single-syllable words,basic single-syllable words
Mudge and the Fudge,"Bridge and Shep had a batch of hot fudge.
They sat it on the edge of the sill to set.
Mudge, the dog, is on a path by the ranch.
He gets a big whiff of the fudge! “Ruff! Ruff!”
He runs up the ridge and back to the ranch.
He has to get that fudge!
Bridge and Shep are in the den.
They see Mudge and let him in.
He runs to the fridge and nudges the latch.
It will not budge.
Then he sees the fudge on the sill. Ruff! Ruff!
Bridge tells him, “No, Mudge. No fudge for dogs.”
They hug him and pat his back.",Closed-syllable words with the trigraph ‘-dge’,18,Reading Universe,3,"digraph, blend, vowel_team, r_controlled, multisyllabic","consonant digraphs, consonant blends, vowel teams","consonant digraphs, consonant blends, vowel teams"
One Big Bath,"Seth has two dogs.
Thad is his big lab. Chip is a small pup.
Seth led them to a path to let them run.
The pup sees two moths, and he has to get them!
Then, Thad sees the pup run, and he has to get him.
Seth yells, “No, Chip! No, Thad!!”
That did not get them to quit.
The two dogs ran and fell in the thick mud.
Seth said, “That is it! You two are a mess!
You will get one BIG bath!”
The dogs got in the tub with lots of suds.
Seth said, “I wish you two did not go in the mud,
but I bet you had so much fun.”",Closed-syllable words with the digraph ‘th’,15,Reading Universe,3,"digraph, blend, vowel_team, l_controlled","consonant digraphs, consonant blends, vowel teams","consonant digraphs, consonant blends, vowel teams"
Pals on the Bus,"Ted, Rex, and Ned got on the big bus. Ted had a box of gum in his big bag. Yum! Rex had a hot dog in his red bag. Yum! Ned had no gum or hot dog in his bag. He was so sad. Ted and Rex are a pal to Ned. Ted set gum on his lap. Rex let him get a bit of his hot dog. Yes! Ned is not sad. Ted, Rex, and Ned had fun on the bus!",Closed-syllable words with all short vowels,13,Reading Universe,2,"blend, r_controlled, l_controlled",basic single-syllable words,basic single-syllable words
Pitch and Catch,"Mitch and I will go up the hill to pitch and catch.
The hill has a big patch of sod.
We get the bag with the thick mitt and ball in it.
We go up the hill and set the bags on the bench.
Mitch will pitch, and I will catch.
Pitch. Catch. Pitch. Catch.
We are such a match!
Then, Mitch has a quick pitch!
The ball gets by my mitt.
It rolls into a ditch. I run and fetch it.
“What a pitch, Mitch!”
It is fun to pitch and catch.",Closed-syllable words with the trigraph ‘-tch’,16,Reading Universe,3,"digraph, blend, vowel_team, l_controlled, multisyllabic",consonant digraphs,consonant digraphs
Planning a Trip,"Eve and Pete have been stuck at home for quite some time. They long to
be able to take plane rides or even mere drives in the car to see and do
fun things. They often say to their mom, “I want to be anywhere but here!”
While they have been at home, they have spent a lot of time on their
laptops. There are travel websites that have photos of the best spots to
visit. On these sites, they find out so much from skimming the comments
and the answers people give others. Eve and Pete take notes so they do
not forget anything.
Eve wishes to go to spots that are by the water. She wants to watch
sunsets from the white sand shores of Mexico. She wants to hike around
Crater Lake. The water looks so pretty there.
Pete has hopes to go see the Grand Canyon and some huge waterfalls. He
saw some sand dunes that people surf on, and it looked like fun. That is at
the top of his list!
When they are able, Eve and Pete will travel, and they have lots of spots
to pick from for their next trip.",One-syllable words with silent ‘e’,15,Reading Universe,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant blends, consonant digraphs","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, diphthongs, multisyllabic words"
Ports and Harbors,"Ports and harbors are both spots on the water where ships and vessels
go to dock, but they are different.
Ports are for ships that transport cargo and travelers. At ports that
transport cargo, men and women are often busy doing hard labor. It is
common to see them running forklifts. The forklifts help transfer big
boxes from the ship. They stack those boxes in an orderly manner on the
dock.
At ports that transport travelers, there are big ships and small ships for
travelers. The travelers are often going on trips that you cannot get to
by land.
At a harbor, you will see both big and small vessels. Men and women
often park there to get off and have some fun. Some also park the
vessels there to protect them in the winter. On some docks in a harbor,
you can see kids fishing or fishermen unpacking the catch from the day.
Both ports and harbors are important to folks who do work or have fun
on the water.",Multisyllable words with r-controlled vowels: ‘or’ and ‘er’,13,Reading Universe,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, r-controlled vowels, consonant blends","consonant digraphs, consonant blends, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
Rowdy on Broadway,"Rowdy is an actor. Actors do more than just perform. They have to learn
the script and study the topic to understand the outlook of the character
they will play. Rowdy was cast as the lead in a Broadway show about the
challenges of a rancher. This role was very different from his real life.
Rowdy had a lot to learn about life on a ranch.
In the play, the rancher discovers some bad news. His prized brown cow
fell down and was found hurt in the field.
The hurt cow is a big problem for the rancher because the yearly roundup
is only a few weeks away. A roundup is an event where livestock is
brought together to be bought and sold. An injured animal has a lower
value than a healthy animal, so it will sell for less money.
In his role as the rancher, Rowdy will need to act completely stressed out!
He has to figure out a way to get that prized cow feeling better! Most of
the play is about the silly ways the rancher tried to help the cow.
By the end of the play, though, the rancher found a way to help the cow
recover. They travel to the crowded roundup, and he sells the brown cow
for a good amount.
Rowdy learned so much from his role in the play. He now knew more
about the difference between country life and city life. It is almost like
being on two separate planets!",Diphthongs /ow/ and /ou/,19,Reading Universe,7,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant blends, diphthongs","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
Running Partners,"Bertha and her sister, Nora, have been running partners for as long as
they both can remember. They run together every morning. They try to
never miss a day.
One day after their run, the girls were hungry and very thirsty. Bertha
and Nora had a number of spots over by the river that they went to
often for lunch. The Fresh Farmer is the one next to the park and is a bit
further, but it is the best.
The menu has yogurt, tarts, salads, sandwiches, and burgers. Everything
they have is superb. Bertha ordered first. She got a salad to help give
her some energy. Nora ordered a sandwich to help fill her up. They both
felt so much better afterwards.
They went over to sit on soft, pretty chairs on the deck. The girls
watched furry squirrels run under the deck. They were glad they were
not the ones running.","Multisyllable words with r-controlled vowels: ‘er’, ‘ir’, and ‘ur’",15,Reading Universe,6,"digraph, blend, vowel_team, r_controlled, l_controlled, multisyllabic","multisyllabic words, r-controlled vowels, consonant digraphs","consonant digraphs, consonant blends, vowel teams, r-controlled vowels, l-controlled vowels, multisyllabic words"
Running and Watching,"It is sunny, so Jimmy is going for a run. While he is running, he is watching to
see what all the folks are doing to have fun.
Jimmy sees a daddy sitting on a bench rocking his baby. The dad is humming a
song.
On a patch of sod, a kid is catching softballs with his mom.
Jimmy runs by a pond and there is a dog swimming. A man is yelling to him,
“Come back, Buddy!” Jimmy thinks the man is mad at his dog.
At the end of the pond, a duck is hidden in the brush. Jimmy cannot see it, but it
is quacking so much. He thinks the duck may be stuck, so he goes to help. The
duck is not stuck. He is just splashing in the muck.
On the way back, he sees a bunny hopping along a hedge of shrubs.
Two gals are sitting on a blanket in the sun. One of them is being silly and one is
grinning so big!
When Jimmy was done with his run, he was so glad for getting out in the sun.",Closed-syllable words with the suffix ‘-ing’,17,Reading Universe,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","consonant digraphs, multisyllabic words, consonant blends","consonant digraphs, consonant blends, vowel teams, l-controlled vowels, diphthongs, multisyllabic words"
Sack Lunches,"Chuck runs, catches, pitches, and hops on the lot.
His mom, Jen, sat on a bench so she could see him.
The sun was up, and it was so hot!
“Chuck, come for lunch!” said Jen.
Jen had sack lunches and boxes of punch for them.
The sack for Chuck had two hot dogs, chips, and a muffin.
In the sack for Jen was a ham sub and a bag of nuts.
She had dishes and mats to set the lunches on.
Chuck had some of the nuts. Jen had some of the muffins.
When lunch was done, Jen got kisses and a hug from Chuck.
Then he got up and ran back on the lot.",Closed-syllable words with the suffixes ‘-s’ and ‘-es’,13,Reading Universe,3,"digraph, blend, vowel_team, r_controlled, multisyllabic","consonant digraphs, multisyllabic words","consonant digraphs, multisyllabic words"
Seeking Nuts for Winter,"hear feet tree leave please between really move
Every fall the squirrels begin their work to prepare for winter. This means
that they are really busy gathering nuts. The squirrels scamper and chirp
as they run quickly from place to place.
Most squirrels hunt for nuts in at least three different places. They seek
them hanging from green tree branches, in the leaves, and near the
trunks. Squirrels can leap many feet which helps them move from tree to
tree.
The squirrels get nuts and hold them briefly inside both of their cheeks.
Then they move them to their nest. Squirrels keep the same storage spots
for years. The animals use old hollow parts of tree trunks as a hiding
place. Sometimes they will even steal from another squirrel – a squirrel thief!
If the squirrels have nuts to eat, they can go for a week between each
meal. This yield is key when it is freezing. They can sleep when it is too cold
to be awake and do not have to find things to eat. What a relief!
If you happen to locate a stash of nuts, please leave it alone. Don’t take
them! A squirrel depends on the nuts for survival.","Long ‘e’ vowel teams: ‘ee’, ‘ea’, ‘ey’, ‘ie’, and ‘i’",18,Reading Universe,7,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","vowel teams, consonant blends, multisyllabic words","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
Stormy the Horse,"This is Thorn’s story of the morning Stormy was born.
“The horse was going to be born in the grassy yard, but we had to switch
plans. There was a bad storm, so the horse had to be birthed in a stall. The
walls of the barn were shuddering in the strong winds. The horse was
standing in her stall and she was not doing well. She was frantic.
I was thinking I needed some support to help this horse relax. All of a
sudden, Jamar and Ford ran into the barn. They had a carpet for her to
rest on. We quickly swept the stall and washed out the dirt. We put the
carpet in the corner of her stall. Her comfort was very important to us all.
Then we all gathered next to the horse and offered her support until the
baby was born.
That baby was strong! When he got here, he got up so fast. We call him
Stormy. He is our baby horse that was born in a storm.” Thorn grinned.",Multisyllable words with r-controlled vowel: ‘or’,18,Reading Universe,6,"digraph, blend, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","r-controlled vowels, multisyllabic words, consonant blends","consonant digraphs, consonant blends, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
The Apple Puzzle,"There was a puzzle on the little desk in the kitchen. The example on the front
of the box was of a bunch of apples. Omar wanted to put it together, but it
was not going to be simple.
Uncle Marco was there visiting. He did puzzles a lot. He offered Omar a tip on
how to tackle the puzzle.
“Start from the edges and work to the middle,” Uncle Marco said.
Omar’s father gave him a snack to nibble on, and then he and Uncle Marco
left to go into the den to talk.
Omar got started. There were one hundred parts in the puzzle. Omar got the
parts that formed the edge of the puzzle first. He stuck them all together.
The hard part was going to be the middle. That was where all the apples were,
and there was a lot of red! Omar had to inspect the example on the box a lot.
It was a struggle. He turned, twisted, and wiggled parts until they all finally
fit together.
Omar did the puzzle all by himself. He was so happy!",Two-syllable words with closed and consonant ‘-le’ syllables,19,Reading Universe,6,"digraph, blend, final_e, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, r-controlled vowels, consonant blends","consonant digraphs, consonant blends, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
The Art Party in the Garden,"Martin is an artist. He has pretty canvases of all kinds of subjects, like
animals and harvested crops. Once a lady told him his shark canvas was
“simply perfect.” That made him very happy.
Martin’s buddy, Lara, is going to host an art party by the garden in the
park for him. She will also give the crops she has picked from the garden
to anyone who comes. Martin thinks this is going to be the best spot to
begin selling his art!
At the party, Lara will serve tarts with jam and cartons of milk. She had to
go to the market to get the items. Shopping was the part of planning that
was hard for Lara. She had to rush to stay on track, so she set her alarm.
She filled her shopping cart quickly with the stuff and went to the park.
The party was a hit. Martin sold thirty canvases and was asked to do
more. Lara told lots of folks about the garden and how to help with it.
It was a fun party!",Multisyllable words with r-controlled vowels: ‘ar’,16,Reading Universe,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, r-controlled vowels, consonant digraphs","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
The Band,"At the end of camp, a band comes. Some of the kids get to help set up. Grant and Fran got the task to set up the drums. They went to the truck and got all the stuff for the drumset. When they were done, they did not see the drumsticks. Did they drop them? No. They were on a shelf in the truck. Next, Grant and Fran got to help the staff that were there to film the band. With all the folks that had plans to be there, they had to set up on a tall box to get good shots. At last, the band was on! The kids got to sing, clap, snap, and stomp to the songs. The band was a blast!",Closed-syllable words with beginning and ending blends.,13,Reading Universe,3,"digraph, blend, vowel_team, r_controlled, l_controlled, multisyllabic","consonant blends, consonant digraphs, l-controlled vowels","consonant digraphs, consonant blends, l-controlled vowels"
The Bent Tent,"there where still
The tent at camp was bent by the wind.
There was a rip left in the top. The tent got wet.
Kent and Colt did not rest in the damp tent.
They went to ask for help.
Mom and Dad lent a hand.
“We will bend the top back. Next, we must mend where
there is a rip. Last, we will set the tent on two big mats,”
they said.
It was a fast fix.
Kent and Colt went back in with a jump.
“It’s not wet!” said the kids. At last, they got to rest.",Closed-syllable words with ending blends,14,Reading Universe,3,"digraph, blend, r_controlled","consonant blends, consonant digraphs","consonant digraphs, consonant blends"
The Big Job,"The hog and the fox had a big job to do.
The job was to mop!
The hog did a lot. The fox did not.
The fox sat on top of a box.
The hog was mad.
“Are you on the job, fox? I am hot.”
The hog quit.
The fox got the mop. The hog sat on a cot.
The fox and the hog got a nod for the job.",Closed-syllable words with short ‘o’,12,Reading Universe,2,"blend, vowel_team, r_controlled",basic single-syllable words,basic single-syllable words
The Bunk Bed,"Dad got a red bunk bed for the twins, Hank and Hilda.
“What do you think?” Dad said.
The twins had a big grin. They sang, “We got a bunk bed! We got a bunk
bed!”
“Well, which one do you want?” dad asks.
Hank said, “I want the one on top!”
He got on the rungs at the end of the bed to go up.
“There is something black on the rungs,” Hank said
Dad got a wet rag to wash it off.
Hank said, “Watch me go up the rungs!”
When he got to the top he said, “This bed is so tall!
I do not want this bunk.”
Hilda said, “I will get up there!”
Dad said, “Well, it is done then. Hilda will take the top!
“There is just one thing. No drinks in your bunks!”
“O.K. Thank you so much, Dad!”","Closed-syllable words with -ank, -ink, and -unk",22,Reading Universe,3,"digraph, blend, final_e, r_controlled, l_controlled, multisyllabic","consonant digraphs, consonant blends","consonant digraphs, consonant blends"
The Class Trip,"We went on a bus to a museum for a class trip.
They had an art exhibit where everything was made from cubes. One
artist made a life-sized animal of just cubes!
There was a play zone with a huge tube slide. We got to go down it. It
went very fast and had twenty curves. We landed in a big ball pit.
In the discovery zone, we saw a demo of how a fuse works. A fuse
protects the things that are plugged in at our home. It stops electricity
that is too hot by melting the line before it comes into our home. The
fumes from the melting line smelled so bad.
We also got to see pure stones. Miss Jules told us how pure stones were
different from other stones. We got to take a stone home with us.
The last zone was the animal zone. We got to touch a mule. It was so cute!
They told us that mules are a mix of a donkey and a horse. They are hard
workers and live a long time!
We almost missed our bus because we were having so much fun.",One-syllable words with silent ‘e’: long ‘u’,20,Reading Universe,4,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","consonant blends, multisyllabic words, final-e words","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
The Extreme Race,"Petra is an athlete. She has a track race coming up. People from
many different states will compete.
It is a long race and will be very hard. She has to run up an extreme
incline. If she makes a mistake and stumbles, Petra won’t get to the
top first.
She is lucky. She will not be alone. Her sister Serene will be there to watch
her run. She is her good luck charm. Whenever Serene comes to watch
Petra race, she wins!
In order to do well, Petra runs every morning. It is useful for her to carry
a watch to time herself. Petra likes to see if she can run a little bit faster
and shave off some seconds every day.
Petra is hopeful that she will come in first. Even if she doesn’t win though,
Petra knows she has done everything possible to do her best. She is
prepared to compete!",One-syllable and multisyllable words with silent ‘e’,17,Reading Universe,6,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant digraphs, r-controlled vowels","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, multisyllabic words"
The Field Trip to the Zoo,"Summer break was almost here, and the school had planned an
end-of-year trip for the students. Hugo’s first grade class was on their
way to the zoo. The students were ecstatic!
It was a cool June morning at the zoo, and very few people had arrived,
yet. Soon the zoo would be full of visitors. The class entered through the
gates bursting with energy.
Lulu the monkey was in the trees with her troop. The zoo keeper had just
dropped off food. They had fresh fruit for breakfast. Lulu was chewing on
a mango. She was slinging mango juice everywhere!
In the garden, the plants were covered in dew, making them sparkle. The
plants had not been pruned back, so they were covered in colorful
blooms, too! Hugo’s favorite was the Lily of the Nile. Its petals were a
pretty bright blue.
A group of pink flamingos were standing in the pond. It was filled with
troupes of shrimp. The flamingos wade through the water to find their meal.
After the flamingos, the students wandered through the tiger’s den. They
saw the elephants bathing themselves with mud. They got to feed the
giraffes! It was interesting to learn about all of these animals.
Then it was time to go.
The kids groaned, “No. Not yet. Please can we stay longer?”
Their teacher said, “Sorry, crew. It’s time to load up on the bus.”
The class had a great time on their zoo field trip. They couldn’t wait to go back.","Vowel teams ‘oo’, ‘ew’, ‘ue’, and ‘ou’",30,Reading Universe,7,"digraph, blend, final_e, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","multisyllabic words, consonant blends, vowel teams","consonant digraphs, consonant blends, final-e words, vowel teams, r-controlled vowels, l-controlled vowels, diphthongs, multisyllabic words"
The Forts,"Arno and Bart want to set up forts on the porch.
Arno picks the spot by the chairs. Bart gets thick pads, thin tarps, soft
blankets, and quilts.
It is a big project. They hang a string across one end of the porch. They
stretch quilts across the string. They set boxes of Dad’s corn on the
corners to prevent the quilts from falling or flying away.
When the kids finish with the fort, they honk a horn. Bart yells, “Who
wants to come and see our fort?”
The family all come to the porch. They study its form. Bart and Arno
have some skill!
When they finish with the fort, they jump on it. It crashes! The fort gets
torn up and smashed. Bart and Arno grin and start to think of what fort
to set up next. Will it be tall or short? Where will the next one be? We
will see!",One-syllable words with r-controlled vowels: ‘or’,19,Reading Universe,6,"digraph, blend, vowel_team, r_controlled, l_controlled, diphthong, multisyllabic","r-controlled vowels, consonant blends, consonant digraphs","consonant digraphs, consonant blends, vowel teams, r-controlled vowels, l-controlled vowels, multisyllabic words"
The Fun Gig,"Jen was up for a fun gig in the sun.
Gus and I got to the gig.
Jen ran to the hut. She got a wig for me.
She got a big top hat for Gus.
Gus did a hop. I did a dip, and Jen did a jig.
Jen can cut a rug and be a nut!
Jen had a hug for us. She is a fun bud.
We had to run, but the gig was a big hit!",Closed-syllable words with short ‘u’,11,Reading Universe,2,"digraph, blend, r_controlled",basic single-syllable words,basic single-syllable words
The Fun Run,"“The Fun Run” is when the kids at the lodge all pick a job to do for a
pal. Then they all run to do them together.
“We will get the thick moss off of the rocks on the path so no one
falls,” said Beth.
“We will whip up a batch of fudge for Josh and Whit. They are so
sad,” said Chet.
“We will check in on Ms. Bush and cut and edge her sod,” said Tess.
“She is sick.”
“We will go and yell for Jen at her match,” they said.
The kids ran to do the jobs. It is so much fun to help a pal.",Closed-syllable words with digraphs and trigraph,11,Reading Universe,3,"digraph, blend, r_controlled, l_controlled, multisyllabic","consonant digraphs, r-controlled vowels, l-controlled vowels","consonant digraphs, consonant blends, r-controlled vowels, l-controlled vowels"
